transaction_id,transaction_date,transaction_time,customer_id,product_id,quantity,unit_price,product_category,product_type,product,size
2031,2019-04-05,09:26:10,5181,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular
2038,2019-04-05,07:00:10,5922,26,2,3.0,Coffee,Organic brewed coffee,Brazilian,Rg
2041,2019-04-05,14:44:36,5457,34,1,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm
2048,2019-04-05,07:11:08,5190,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg
2059,2019-04-05,12:40:54,5201,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg
2059,2019-04-05,12:40:54,5201,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular
2062,2019-04-05,08:44:32,5924,38,1,3.75,Coffee,Barista Espresso,Latte,Regular
2079,2019-04-05,11:39:46,5291,56,1,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg
2081,2019-04-05,09:41:38,5040,25,2,2.2,Coffee,Organic brewed coffee,Brazilian,Sm
2086,2019-04-05,14:20:58,5603,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg
2088,2019-04-05,14:44:35,5673,41,1,4.25,Coffee,Barista Espresso,Cappuccino,Lg
2097,2019-04-05,17:41:39,5385,55,2,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg
2097,2019-04-05,17:41:39,5385,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular
2098,2019-04-05,17:48:36,5133,59,2,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg
2108,2019-04-05,11:02:32,5799,27,1,3.5,Coffee,Organic brewed coffee,Brazilian,Lg
2115,2019-04-05,09:04:55,5104,31,2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm
2115,2019-04-05,09:04:55,5104,72,1,3.25,Bakery,Scone,Ginger Scone,Regular
2117,2019-04-05,09:31:40,5297,38,1,3.75,Coffee,Barista Espresso,Latte,Regular
2126,2019-04-05,13:20:46,5317,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm
2127,2019-04-05,09:18:46,5448,59,2,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg
2130,2019-04-05,10:51:48,5102,54,2,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg
2138,2019-04-05,14:11:27,5005,28,1,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm
2140,2019-04-05,14:12:57,5728,54,2,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg
2152,2019-04-05,17:29:21,5395,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg
2153,2019-04-05,14:44:41,5405,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg
2154,2019-04-05,13:03:18,5082,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg
2159,2019-04-05,11:18:56,5106,30,2,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg
2163,2019-04-05,13:11:48,5001,37,1,3.0,Coffee,Barista Espresso,Espresso shot,Regular
2163,2019-04-05,13:11:48,5001,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular
2169,2019-04-05,14:25:20,5833,48,2,2.5,Tea,Brewed Black tea,English Breakfast,Rg
2169,2019-04-05,14:25:20,5833,75,1,3.5,Bakery,Pastry,Croissant,Regular
2178,2019-04-05,11:51:32,5185,87,1,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
2188,2019-04-05,15:16:38,5458,57,1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg
2235,2019-04-05,07:13:10,5548,87,2,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
2237,2019-04-05,18:05:43,5924,48,2,2.5,Tea,Brewed Black tea,English Breakfast,Rg
2241,2019-04-05,11:40:16,5842,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular
2245,2019-04-05,12:48:03,5895,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg
2263,2019-04-05,12:59:17,5163,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
2266,2019-04-05,08:08:40,5357,36,1,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg
2276,2019-04-05,16:40:55,5381,41,1,4.25,Coffee,Barista Espresso,Cappuccino,Lg
2280,2019-04-05,11:23:29,5182,46,1,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg
2280,2019-04-05,11:23:29,5182,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular
2291,2019-04-05,11:07:21,5775,38,2,3.75,Coffee,Barista Espresso,Latte,Regular
2306,2019-04-05,14:33:42,5655,50,2,2.5,Tea,Brewed Black tea,Earl Grey,Rg
2315,2019-04-05,16:57:58,5246,36,2,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg
2316,2019-04-05,12:07:35,5673,35,2,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Rg
2333,2019-04-05,15:05:23,5827,29,2,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg
2334,2019-04-05,15:34:06,5532,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
2337,2019-04-05,11:28:06,5166,46,1,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg
2337,2019-04-05,11:28:06,5166,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular
2340,2019-04-05,16:30:46,5173,57,1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg
2346,2019-04-05,13:53:35,5469,35,2,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Rg
2346,2019-04-05,13:53:35,5469,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
2356,2019-04-05,09:23:37,5263,87,1,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
2359,2019-04-05,07:00:26,5056,48,1,2.5,Tea,Brewed Black tea,English Breakfast,Rg
2361,2019-04-05,07:26:29,5411,45,1,3.0,Tea,Brewed herbal tea,Peppermint,Lg
2384,2019-04-05,18:04:33,5085,38,2,3.75,Coffee,Barista Espresso,Latte,Regular
2397,2019-04-05,11:39:09,5580,47,2,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg
2397,2019-04-05,11:39:09,5580,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
2398,2019-04-05,08:56:37,5198,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg
2398,2019-04-05,08:56:37,5198,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular
2407,2019-04-05,11:32:21,5592,56,1,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg
2411,2019-04-05,07:56:31,5399,53,1,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg
2419,2019-04-05,07:58:56,5367,24,1,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg
2419,2019-04-05,07:58:56,5367,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular
2424,2019-04-05,15:30:31,5292,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg
2425,2019-04-05,14:14:14,5655,55,2,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg
2436,2019-04-05,17:10:14,5208,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
2437,2019-04-05,10:40:16,5434,39,1,4.25,Coffee,Barista Espresso,Latte,Rg
2438,2019-04-05,11:31:57,5623,27,1,3.5,Coffee,Organic brewed coffee,Brazilian,Lg
2438,2019-04-05,11:31:57,5623,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
2446,2019-04-05,07:04:02,5771,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular
2449,2019-04-05,13:04:42,5094,53,2,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg
2457,2019-04-05,16:46:16,5179,51,1,3.0,Tea,Brewed Black tea,Earl Grey,Lg
2467,2019-04-05,10:33:51,5219,39,1,4.25,Coffee,Barista Espresso,Latte,Rg
2470,2019-04-05,09:28:14,5768,28,2,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm
2473,2019-04-05,16:54:47,5507,55,1,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg
2473,2019-04-05,16:54:47,5507,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular
2484,2019-04-05,12:29:11,5020,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg
2484,2019-04-05,12:29:11,5020,75,1,3.5,Bakery,Pastry,Croissant,Regular
2489,2019-04-05,08:25:08,5501,55,1,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg
2502,2019-04-05,17:03:46,5243,48,1,2.5,Tea,Brewed Black tea,English Breakfast,Rg
2504,2019-04-05,16:49:20,5698,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg
2505,2019-04-05,17:37:07,5777,87,2,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
2505,2019-04-05,17:37:07,5777,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
2518,2019-04-05,15:21:39,5661,47,2,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg
2518,2019-04-05,15:21:39,5661,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular
38,2019-04-05,10:30:15,8080,40,2,3.75,Coffee,Barista Espresso,Cappuccino,Regular
46,2019-04-05,15:30:46,8286,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg
49,2019-04-05,17:26:50,8300,34,2,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm
49,2019-04-05,17:26:50,8300,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular
58,2019-04-05,13:58:24,8384,28,1,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm
66,2019-04-05,13:00:19,8446,57,2,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg
77,2019-04-05,08:51:25,8121,54,2,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg
78,2019-04-05,08:03:09,8074,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg
82,2019-04-05,19:23:35,8157,37,1,3.0,Coffee,Barista Espresso,Espresso shot,Regular
89,2019-04-05,08:29:17,8005,59,1,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg
100,2019-04-05,17:14:28,8073,42,1,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg
100,2019-04-05,17:14:28,8073,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
101,2019-04-05,19:32:05,8021,28,2,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm
107,2019-04-05,13:32:51,8148,47,1,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg
114,2019-04-05,18:45:15,8477,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg
117,2019-04-05,10:19:27,8064,36,2,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg
118,2019-04-05,18:23:23,8242,28,1,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm
118,2019-04-05,18:23:23,8242,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular
121,2019-04-05,13:19:31,8201,48,2,2.5,Tea,Brewed Black tea,English Breakfast,Rg
129,2019-04-05,12:50:41,8240,28,1,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm
138,2019-04-05,17:28:08,8379,48,1,2.5,Tea,Brewed Black tea,English Breakfast,Rg
142,2019-04-05,12:24:37,8177,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
144,2019-04-05,10:00:16,8490,30,2,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg
148,2019-04-05,16:58:41,8499,57,2,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg
158,2019-04-05,09:12:44,8166,47,2,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg
163,2019-04-05,16:27:31,8398,26,1,3.0,Coffee,Organic brewed coffee,Brazilian,Rg
171,2019-04-05,15:38:23,8457,46,2,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg
188,2019-04-05,13:17:57,8290,59,2,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg
196,2019-04-05,13:02:19,8139,54,1,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg
196,2019-04-05,13:02:19,8139,75,1,3.5,Bakery,Pastry,Croissant,Regular
207,2019-04-05,08:22:36,8180,29,1,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg
209,2019-04-05,11:52:20,8139,40,2,3.75,Coffee,Barista Espresso,Cappuccino,Regular
218,2019-04-05,14:52:08,8017,56,2,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg
219,2019-04-05,19:22:27,8443,50,2,2.5,Tea,Brewed Black tea,Earl Grey,Rg
220,2019-04-05,14:34:34,8207,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular
231,2019-04-05,12:51:55,8250,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
235,2019-04-05,09:07:43,8294,45,2,3.0,Tea,Brewed herbal tea,Peppermint,Lg
241,2019-04-05,10:40:27,8459,42,1,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg
255,2019-04-05,17:48:45,8101,24,2,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg
261,2019-04-05,10:39:02,8462,25,2,2.2,Coffee,Organic brewed coffee,Brazilian,Sm
267,2019-04-05,15:46:14,8266,26,1,3.0,Coffee,Organic brewed coffee,Brazilian,Rg
269,2019-04-05,16:57:47,8054,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm
276,2019-04-05,17:30:54,8182,30,2,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg
277,2019-04-05,12:16:55,8246,56,1,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg
279,2019-04-05,10:31:54,8389,23,2,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg
294,2019-04-05,18:51:08,8427,34,2,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm
305,2019-04-05,14:12:36,8105,34,2,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm
310,2019-04-05,16:07:38,8102,42,2,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg
311,2019-04-05,12:29:54,8418,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular
316,2019-04-05,16:45:22,8344,42,1,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg
316,2019-04-05,16:45:22,8344,72,1,3.25,Bakery,Scone,Ginger Scone,Regular
319,2019-04-05,11:26:08,8292,35,1,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Rg
319,2019-04-05,11:26:08,8292,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular
320,2019-04-05,09:37:42,8383,44,1,2.5,Tea,Brewed herbal tea,Peppermint,Rg
336,2019-04-05,16:46:11,8111,59,1,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg
344,2019-04-05,17:51:48,8092,44,1,2.5,Tea,Brewed herbal tea,Peppermint,Rg
348,2019-04-05,18:43:36,8171,48,2,2.5,Tea,Brewed Black tea,English Breakfast,Rg
349,2019-04-05,12:36:55,8492,58,2,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg
351,2019-04-05,09:39:59,8300,59,2,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg
352,2019-04-05,08:26:32,8241,61,1,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg
353,2019-04-05,15:01:08,8048,57,2,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg
362,2019-04-05,08:27:16,8402,54,2,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg
364,2019-04-05,17:07:01,8019,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
367,2019-04-05,13:57:57,8226,45,1,3.0,Tea,Brewed herbal tea,Peppermint,Lg
368,2019-04-05,08:20:17,8396,39,2,4.25,Coffee,Barista Espresso,Latte,Rg
369,2019-04-05,18:25:46,8468,52,1,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg
396,2019-04-05,09:00:32,8398,26,2,3.0,Coffee,Organic brewed coffee,Brazilian,Rg
401,2019-04-05,11:33:32,8210,48,1,2.5,Tea,Brewed Black tea,English Breakfast,Rg
403,2019-04-05,14:52:07,8489,58,2,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg
404,2019-04-05,11:05:09,8161,59,2,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg
405,2019-04-05,18:37:33,8463,24,2,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg
411,2019-04-05,19:06:50,8150,29,2,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg
412,2019-04-05,18:39:15,8205,56,1,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg
418,2019-04-05,18:40:48,8226,24,2,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg
419,2019-04-05,15:33:56,8034,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm
421,2019-04-05,10:16:16,8474,39,2,4.25,Coffee,Barista Espresso,Latte,Rg
433,2019-04-05,17:17:55,8199,36,2,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg
433,2019-04-05,17:17:55,8199,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular
434,2019-04-05,15:32:59,8281,47,1,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg
434,2019-04-05,15:32:59,8281,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular
444,2019-04-05,17:55:03,8360,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg
450,2019-04-05,11:27:08,8030,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg
469,2019-04-05,08:46:16,8400,28,2,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm
478,2019-04-05,19:18:25,8413,61,1,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg
486,2019-04-05,12:48:21,8210,51,1,3.0,Tea,Brewed Black tea,Earl Grey,Lg
487,2019-04-05,10:31:18,8415,45,2,3.0,Tea,Brewed herbal tea,Peppermint,Lg
491,2019-04-05,12:17:52,8469,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
492,2019-04-05,12:24:25,8294,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
496,2019-04-05,16:13:13,8155,28,2,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm
504,2019-04-05,10:28:05,8191,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular
506,2019-04-05,17:07:21,8345,46,1,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg
507,2019-04-05,09:10:05,8302,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
518,2019-04-05,16:11:14,8215,54,1,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg
527,2019-04-05,16:24:56,8210,41,1,4.25,Coffee,Barista Espresso,Cappuccino,Lg
530,2019-04-05,13:45:12,8340,36,1,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Lg
530,2019-04-05,13:45:12,8340,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular
533,2019-04-05,11:20:52,8165,27,1,3.5,Coffee,Organic brewed coffee,Brazilian,Lg
549,2019-04-05,13:07:54,8169,34,2,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm
550,2019-04-05,14:48:12,8408,87,2,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
552,2019-04-05,16:50:59,8164,51,1,3.0,Tea,Brewed Black tea,Earl Grey,Lg
553,2019-04-05,13:05:23,8493,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg
554,2019-04-05,17:02:22,8265,39,1,4.25,Coffee,Barista Espresso,Latte,Rg
559,2019-04-05,09:15:27,8193,31,2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm
560,2019-04-05,19:57:57,8137,39,1,4.25,Coffee,Barista Espresso,Latte,Rg
568,2019-04-05,17:20:56,8270,30,1,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg
568,2019-04-05,17:20:56,8270,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular
570,2019-04-05,09:29:54,8491,48,2,2.5,Tea,Brewed Black tea,English Breakfast,Rg
572,2019-04-05,17:51:28,8397,59,2,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg
601,2019-04-05,10:09:24,8151,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg
602,2019-04-05,09:27:52,8341,57,1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg
608,2019-04-05,11:18:30,8075,45,2,3.0,Tea,Brewed herbal tea,Peppermint,Lg
609,2019-04-05,15:38:14,8386,54,2,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg
615,2019-04-05,18:43:38,8179,25,2,2.2,Coffee,Organic brewed coffee,Brazilian,Sm
628,2019-04-05,08:15:00,8018,34,2,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm
643,2019-04-05,17:40:57,8086,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg
659,2019-04-05,09:41:47,8108,29,2,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg
670,2019-04-05,09:13:44,8297,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg
675,2019-04-05,19:14:46,8058,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg
677,2019-04-05,16:15:49,8321,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
677,2019-04-05,16:15:49,8321,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular
684,2019-04-05,14:56:46,8244,52,2,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg
689,2019-04-05,12:41:35,8032,44,1,2.5,Tea,Brewed herbal tea,Peppermint,Rg
701,2019-04-05,11:07:09,8080,34,2,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm
704,2019-04-05,18:59:33,8208,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg
707,2019-04-05,10:37:09,8404,38,2,3.75,Coffee,Barista Espresso,Latte,Regular
707,2019-04-05,10:37:09,8404,72,1,3.25,Bakery,Scone,Ginger Scone,Regular
719,2019-04-05,16:12:23,8173,35,2,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Rg
732,2019-04-05,10:45:16,8230,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg
736,2019-04-05,17:10:28,8386,28,1,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm
744,2019-04-05,12:46:57,8086,45,1,3.0,Tea,Brewed herbal tea,Peppermint,Lg
754,2019-04-05,09:01:25,8139,27,1,3.5,Coffee,Organic brewed coffee,Brazilian,Lg
771,2019-04-05,09:24:46,8446,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
771,2019-04-05,09:24:46,8446,75,1,3.5,Bakery,Pastry,Croissant,Regular
780,2019-04-05,11:58:04,8195,58,1,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg
788,2019-04-05,08:21:36,8129,26,2,3.0,Coffee,Organic brewed coffee,Brazilian,Rg
789,2019-04-05,11:29:06,8258,56,1,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg
799,2019-04-05,08:32:59,8209,52,2,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg
800,2019-04-05,15:41:25,8282,58,1,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg
813,2019-04-05,16:07:12,8389,87,1,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
817,2019-04-05,14:53:25,8310,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
821,2019-04-05,16:08:42,8372,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm
830,2019-04-05,10:20:39,8186,29,1,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg
831,2019-04-05,19:22:31,8457,39,2,4.25,Coffee,Barista Espresso,Latte,Rg
831,2019-04-05,19:22:31,8457,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular
836,2019-04-05,10:13:13,8368,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
839,2019-04-05,15:05:37,8086,42,2,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg
846,2019-04-05,18:28:02,8338,44,2,2.5,Tea,Brewed herbal tea,Peppermint,Rg
860,2019-04-05,13:20:43,8172,30,1,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg
862,2019-04-05,10:57:13,8331,45,2,3.0,Tea,Brewed herbal tea,Peppermint,Lg
864,2019-04-05,17:17:06,8226,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg
870,2019-04-05,18:47:25,8072,87,1,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
875,2019-04-05,10:34:04,8012,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg
881,2019-04-05,12:22:06,8391,55,1,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg
887,2019-04-05,13:56:33,8074,40,1,3.75,Coffee,Barista Espresso,Cappuccino,Regular
894,2019-04-05,08:50:15,8169,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg
896,2019-04-05,11:20:55,8080,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg
906,2019-04-05,17:26:36,8360,48,2,2.5,Tea,Brewed Black tea,English Breakfast,Rg
911,2019-04-05,08:06:59,8049,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg
911,2019-04-05,08:06:59,8049,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular
912,2019-04-05,17:01:32,8447,46,1,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg
916,2019-04-05,11:21:28,8125,41,2,4.25,Coffee,Barista Espresso,Cappuccino,Lg
917,2019-04-05,16:57:35,8403,47,1,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg
923,2019-04-05,11:18:29,8429,45,1,3.0,Tea,Brewed herbal tea,Peppermint,Lg
930,2019-04-05,18:03:43,8461,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
931,2019-04-05,10:07:26,8100,43,2,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg
931,2019-04-05,10:07:26,8100,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular
933,2019-04-05,12:56:44,8232,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg
940,2019-04-05,08:50:39,8488,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg
952,2019-04-05,08:21:13,8254,59,2,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg
952,2019-04-05,08:21:13,8254,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular
954,2019-04-05,16:55:26,8370,45,2,3.0,Tea,Brewed herbal tea,Peppermint,Lg
954,2019-04-05,16:55:26,8370,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular
955,2019-04-05,09:03:09,8348,38,2,3.75,Coffee,Barista Espresso,Latte,Regular
964,2019-04-05,19:33:31,8373,55,2,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg
965,2019-04-05,08:52:32,8195,34,2,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River,Sm
